Ti,To,ai,ao,V_C,V_red,W_sea,n,forg,nb,P_conc,W_pho0,tau,W_LIP,n_LIP,PC_LIP,snowball_num,end_time,sb_dur_first,ig_dur_last,LIP_volume_end,t_max_used
241.20306510987862,290.4803416823404,0.7221535350520022,0.2395745394795641,7.752905822652112,1.2667560944120908,1.1935773264715224,0.7766213935694722,0.2991061565910198,1.1231549614062104,0.04455221119317771,0.07798339146521188,41.818635517690566,1.1077975727402813,0.4256556585801172,0.010848709104511285,0.0,100.00000000001425,,,1848244418653515.2,52.59916393269859
259.77361353803246,296.2949042741158,0.7097043092207002,0.27635552503401317,6.569241912259915,2.9676613685079674,1.9123270324741453,0.7015106878878677,0.3536566484950878,1.0041805361292149,1.6606121225202581,0.13541816772845006,57.86646722695839,22.88842627971041,0.9537255237844092,0.008417612996107026,,,,,,100.0
253.71418543660465,285.51094431044095,0.7218632611047181,0.3028071579296137,12.119870078494664,0.9461310737684435,1.9139455417562274,0.21423301860053176,0.16685688544243385,1.5868167321803943,1.4008706472447017,0.05553706503381374,9.705320244186852,42.79137856039126,0.829561252162097,0.008293884668758428,3.0,23.6700000000009,7.369999999999885,1.170000000000048,1.2886091536855558e+16,55.349345091710546
263.64329376124005,299.0367903712746,0.6731200022949382,0.23233988956595375,6.415213075622498,0.908833787285852,2.2666307603091296,0.3582219270968978,0.30356623252673387,1.0164431258804048,1.2505381803973725,0.08842982392860281,78.64434946033529,6.144880067072356,0.7189434763893519,0.009730094000457034,6.0,,17.779999999999998,3.1400000000016064,2.316257242257662e+16,100.0
259.3959132042,289.653669630899,0.5708110198209814,0.2645854407485291,9.172969182165431,1.846890820652692,1.962668499678523,0.08925914713562753,0.10447439790780196,1.9232766060514135,1.4987073977544039,0.028367653706051585,1.4719341858754444,0.6090213756837289,0.37424429678476584,0.009274086440716357,,,,,,10.618784674974417
248.13333921614918,286.75739041970786,0.6076296494903833,0.33687249540620134,6.913977287926866,1.0634774880348061,0.7731066337558569,0.06865381227697485,0.280145161846629,1.3712498955224897,1.4760026898915601,0.05309776991287352,11.913645211358164,32.33078540448257,0.14146984879108523,0.007733747886962752,14.0,38.120000000000985,1.830000000000001,4.179999999999168,1.0363909231317646e+16,62.32843034522129
257.9615954684736,299.153868525121,0.680847049852447,0.25215557153503176,10.177091419309292,0.5495750732165473,0.2279361912092497,0.5546030823622652,0.14572663747288103,1.732628310981084,1.3362455770610733,0.13248782741032494,54.271429836212405,11.394438289215552,0.40155442237101663,0.009085519054654082,15.0,,5.619999999999922,1.6600000000008492,1.7713314421190738e+16,100.0
257.1792351084396,291.5541311706466,0.6392205806804265,0.2603621507857386,13.143241480470165,2.774820134261012,0.8250162976704539,0.5029372691159297,0.12353247706093262,1.8650350153398445,1.107269195580093,0.12648109965935875,39.73805750275085,40.7047770413134,0.6631670138787668,0.010185542190324453,,,,,,100.0
249.9197414925807,285.7131185331417,0.7465957351757866,0.26958612319822434,9.5284189388603,1.5904132825488664,1.7614581802820444,0.7974977196128971,0.16045124322360277,1.1359517696563057,1.8006452356897773,0.15899642813000148,67.04432159993661,15.117791818525404,0.4952062173545025,0.010628971308779048,,,,,,100.0
249.81131627649737,289.2430995365054,0.6337417107750665,0.3159721899139629,5.107561088539695,2.0274945969800298,1.4014016899381934,0.9535103839228161,0.11571579252733005,1.8487445963856461,1.409147393427514,0.12020622743823224,69.97030294206714,7.039532598143886,0.25582730053857133,0.007862092541003233,,,,,,100.0
253.18223064763512,290.0101259822323,0.5815692446502276,0.20865443881165738,13.479445147530608,0.5446572694290344,0.01204085046164822,0.6696191748527935,0.33018048583321535,1.239204710060493,1.48692010735021,0.09243121391454459,40.51137483892637,19.69678780393478,0.3024835392182418,0.010379982035752243,1.0,0.8100000000000005,0.6800000000000005,,367494911070610.2,100.0
242.10141225735,286.9650114366539,0.7399277080683436,0.30056377087970815,8.218109207509121,1.7847766383400754,2.059555473993507,0.21246840709481693,0.3829968396270367,1.7827338338736833,1.890674642111954,0.19253120513330688,2.0675631510053214,29.31631892767835,0.7772063186849466,0.007855103611769998,1.0,8.279999999999868,7.909999999999868,,1150542762101635.5,18.87901566964078
242.60719310516896,289.06225333099184,0.7482711678920844,0.21346731097537763,13.60140061720848,0.5377813594897907,0.4266728556802285,0.82316896763271,0.3378766778548528,1.4312028173573939,0.21745735250394574,0.06564826594745152,28.112828649061218,28.020466547865002,0.10738681777822134,0.007006128936530555,0.0,100.00000000001425,,,80974791991413.33,100.0
240.89719541873842,298.8187405051026,0.686457643439109,0.2522962832508617,10.657800224348339,1.5005489688684543,1.5075083022888922,0.7859261015996084,0.2223360682674533,1.0745876246196349,0.7592494150523498,0.029334446014317325,16.085585419952675,1.0868013717959182,0.11543371357872363,0.00807201775069718,0.0,100.00000000001425,,,1695936340860000.5,26.07801864278315
243.95428388443278,291.234112787356,0.5434743785127153,0.2032616720293651,9.60836602488832,2.6282235256490623,0.02564631849670466,0.2676580885680684,0.26242101304263576,1.8343403957446767,0.8245203283789015,0.15058471714260335,25.240795621003578,1.9449685644783652,0.9727982163216023,0.009905956342401294,,,,,,49.91924073967734
246.3379264284628,286.3263047743675,0.5161941839814508,0.31688703845614097,7.9013939841792995,2.0240330652615564,0.5064952542822386,0.7789587428430726,0.1333487744786978,1.0180574117913626,1.5949052657259097,0.13325551767799673,77.0081133639122,7.099884721966719,0.9708763337637003,0.009389301594287903,,,,,,100.0
249.42045857809143,288.67634208288024,0.5471233360285761,0.29992108349504365,13.097853826755806,2.123543833952386,1.382325519678258,0.09898561280670289,0.2063223708858254,1.4461834468277264,0.6467433407036147,0.11920908134549135,18.93150723439132,11.758404833926486,0.38879446045908356,0.010795930143411625,12.0,17.32999999999991,0.3500000000000003,2.580000000000119,1.0501956032598062e+16,74.00475702910809
